,xml_filenames,string,date_notBefore,date_notAfter,date_exact,date_cert
1087,iAph110031.xml,  μηδενὸς ἔχοντος ἐξουσίαν ἐνθάψαι ἕτερόν  τινα ἐν τῇ σορῷ ἢ ἐκθάψαι τῶν ἐνκειμένων σωμάτων ἐάν τις ἐναντίον τι ποιήσῃ τοῖς  διατεταγμένοις διὰ ταύτης ἐπιγραφῆς ἔστω ἀσεβὴς καὶ ἐπάρατος καὶ τυμβωρύχος  καὶ προσαποτεισάτω ἰς τόν τοῦ κυρίου αὐτοκράτορος Καίσαρος φίσκον ἀργυρίου δηνάρια   ὧν τὸ τὸ τρίτον μέρος ἔσται τοῦ ἐκδικήσαντος καὶ οὐδὲν ἔλαττον πάντα μενεῖ κύρια  τὰ ὑπ′ ἐμοῦ διατεταγμένα ἐν δὲ ταῖς ἰσώσταις καὶ τῷ πλάτᾳ ταφήσονται οὓς ἂν Ἀρτεμίδωρος ἢ τέκνα αὐτοῦ βουληθῶσιν τῆς ἐπιγραφῆς ταύτης ἀντίγραφον ἀπετέθη ἰς τὸ χρεοφυλάκιον ἐπὶ στεφανηφόρου Ἀδράστου τοῦ Ἀδράστου τοῦ Ἀπολλωνίου τὸ β ἥρωος μηνὸς η,0101,0300,none,no value
1088,iAph120210.xml,  Ζηνων ι κοῦ φιλο  Ἑρμολαος μὲν  ἰδεῖν    Ζήνων  ἐπικληθ υ Μοῖραι γὰρ ἐπέκλωσαν  ασ  πάσῃ τε πόλει  καὶ    ου καὶ ἑαυτο   παυσα  ,0101,0300,no value,low
1089,iAph090022.xml, ἔθνους  Ἰαποδων,0014,0070,no value,no value
1090,iAph080249.xml,"
 
σ


ιου
σευσ 
ζῶσιν",0101,0300,none,low
1091,iAph040016.xml, Θεοκτίστου .,0401,0600,both,low
1092,iAph120627.xml,    διὰ ψήφισμα ν  ,0101,0300,none,low
1093,iAph130601.xml, ΟΝΙΩΜΑ καὶ ὁ ὑποκείμενος  ου τοῦ Φλαουίου κατου Ἀντω υμητος καὶ ἡ γυνὴ αὐτοῦ  ου καὶ Ζωσίμη ἡ καὶ α δεισε ασσο ,0001,0300,none,low
1094,iAph120608.xml, αὐτῷ  ΟΙΙ ΡΟΣΘΕ  ,0001,0300,none,no value
1095,iAph120622.xml, Ἀνίκητος ,0101,0300,none,no value
1096,iAph010104.xml,πολ Ἀφροδεων Πυθ τεθσειμένων πάντων τῶν ι υἱὸν οθευιστεδ ονλο ν ,-0050,-0001,none,low
1097,iAph050218.xml,"
τίς; πόθεν; ἐκ Λυκίης μέν,
		ἀριστεύσας δ' ἐνὶ θώκοις
Τατιανὸς θεσμοῖς τε δίκης
πτολίεθρα ξαώσας. 
ἀλλά με πανδαμάτωρ χρόνος
ὤλλυεν, εἰ μὴ ἐμὸς παῖς
ἐξ ἐμέθεν τρίτατος καὶ
ὁμώνυμος ἔργα θ' ὅμοιος
ἐκ δαπέδων ἀνελὼν
στήλης ἔπι θῆκεν ὁρᾶσθαι
πᾶσιν ἀριζηλον ναέταις
ξίνοισει θ' ὁμοίως 
Καρῶν ἐκ γέης ὃς ἀπήλασε
λοίγιον ἄτην 
τὴν δὲ δίκην μερόπεσιν
ὁμέστιον ὤπας ἐπεῖναι
πεμφθεὶς ἐκ βασιλῆος
ἔθ' ἁδομένοισιν ἀρωγός.
",0401,0450,none,no value
1098,iAph120931.xml,ἡ πόλις Αὐρήλιον  Γάϊον ἑκα  τόνταρχον φρου  μεντάριον  ἁ  γνῶς καὶ ἀνδρεί  ως ἀναστραφέν  τα ἐν τῷ τῆς Ἀσί  ας ἔθνει   εὐνοί  ας καὶ στοργῆς ἕ  νεκεν τῆς εἰς αὑ  τὴν ἠμείψατο   ἐπεμελήσατο τῆς  ἀναστάσεως τοῦ  ἀνδριάντος ὁ ἀξι  ολογώτατος  Ἀντώνιος  Νεικόμαχος .,201,300,no value,low
1099,iAph020020.xml,"

ἄστυ θεῆς
Παφίης καὶ
Πυθέου, ἡ μὲν
ὀρθῶσα 
τὴν
οιαθεη
 πόλιν
ον 


χορσννηον
γὰρ ἐπασσυτέροι
		σιν ἐπ' ἔργοις 


ὄλβου ἀφειδείων
κτίσσεν ἀπαρ
		χόμενος 

",0468,0500,none,low
1100,iAph050115.xml,  σιε κλε ρου ι  ,0101,0300,no value,no value
1101,iAph120612.xml," ψήφισμα     ἐπεὶ
Διονύσιος Παπύλου τοῦ Παπύλου ὁ ἱερεὺς τοῦ Νινευδίου Διὸς ἀνὴρ
πατρὸς καὶ προγόνων ὑπάρχων καλῶν καὶ ἀγαθῶν καὶ ἐν ἀρχαῖς καὶ
φιλοδοξίαις γεγονότων καὶ αὐτὸς ἀπὸ πρώτης ἡλικίας βίον σεμνὸν
καὶ ἐνάρετον ἑλόμενος ἱερατείαν τε τῶν Σεβαστοῶν καὶ ἀγοωνοθεσί
αν καὶ πρεσβείας καὶ ἐφηβαρχίαν καὶ στρατηγίαν καὶ γραμματήαν καὶ τὰς
λοιπὰς πάσας ἀρχὰς σεμνῶς καὶ εὐσεβῶς καὶ νομίμως καὶ δικαίως
τελέσας καὶ ζῶν βίον πάσῃ καλοκαγαθίᾳ κοσμούμενον καθὼς δι
ὰ πλείστων ἤδη ψηφισμάτων μεμαρτύρηται αὐτῷ τὰ νῦν ἐπικλη
θεὶς ὑπὸ τοῦ δήμου καὶ αἱρεθεὶς ἀρχινεοποιὸς κεχειροτόνηται ἐ
φ' οἷς ὁ δῆμος ἀποδεχόμενος τὴν ἐν πᾶσιν τοῦ ἀνδρὸς φιλόπολιν σπου
δὴν ἀγομένων ἀρχαιρεσιῶν ὁμοθυμαδὸν ἐπηνέχθη πάλιν τειμῆ
σαι αὐτὸν ",0001,0200,none,no value
1102,iAph130506.xml,"τὸ μνημεῖον ἐστιν Εὐαρέστου τοῦ Ἀχέου εἰς ὃταφήσεται τὰ παιδία μου, ἑτέρῳδὲ οὐκ ἔξεστι, τολμήσας δέ τίς τινα ἐνθάψαι δώσε τῷ ἱερωτάτῳ ταμίῳ λίτραν ἀσήμου.

ἐνθάδε κεῖ  ταιοσ τα  βερνάριος ντω  ν",0201,0400,none,low
1103,iAph050108.xml, Ἀφροδείτῃ θεᾷ  ἐπιφανεστάτῃ  καὶ τῇ πατρίδι Ζήνων Ζήνωνος  τοῦ Ζήνωνος τοῦ Ἀρτέμωνος τοῦ Αἰνήου νεοποιῶν  τὰς Ὥρας ἐκ τῶν  ἰδίων ἀνέθηκεν  σὺν καὶ Ἀπφίᾳ Ἀδράστου τῇ γυναικὶ καὶ Ζήνωνι καὶ Μενάνδρῳ τοῖς υἱοῖς  ,0001,0200,none,no value
1104,iAph080112.xml, Ἀφροδείτῃ θεοῖς Σεβαστοῖς τῶι Δήμωι  καὶ τὰ ἀναλήμματα Ἀριστοκλῆς Ἀρτεμιδώρου Μολοσσὸς φιλόδοξος καὶ φιλόπολις ἐργεπιστατή σαντος Ἑρμᾶ Ἀριστοκλέους τοῦ Ἀρτεμιδώρου κατὰ τὰς Μολοσσοῦ  τοῦ θρέψαντος αὐτοῦ διαθήκας ,041,100,no value,no value
1105,iAph080242.xml,"
ΗΣΙ
ΤΟΠΑ
ΑΦΡΟΝΤ
Τ",0101,0300,none,no value
1106,iAph130127.xml, τείσει τῷ ἱερωτάτῳ ταμείῳ  ἀργυρίου  ´ ε ὧν τό τρίτον ἔστω τοῦ ἐγδικήσαντος·   τῆς ἐπιγραφῆς ἀπετέθ  η ἀντίγραφον εἰς τὸ χρεοφυλάκιον ἐπὶ στεφανηφόρου  Ἀττάλου υἱοῦ Μενάνδρου μῆνος Τιβερίου  ,0101,0300,none,no value
1107,iAph040307.xml,  θ   ,0101,0300,none,low
1108,iAph150294.xml,ΤΟΥΘΕ    ,0101,0300,none,no value
1109,iAph150216.xml,αλπααμπκαιπ δορ,-0300,-0201,none,no value
1110,iAph070004.xml,ἜλπιδεςΕἰδαίου,0001,0200,none,low
1111,iAph150246.xml, Μενεσθέως κατὰ τὴν δοθεῖσαν αὐτῷ συνχώρησιν ὑπὸ Γενεθλίου καὶ Ζήνωνος διὰ τοῦ χρεοφυλακίου ἐν ᾧ πλάτᾳ οὐδεὶς ἕξει ἐξουσίαν ἐνθάψαι τινὰ ἕτερον μετὰ τὴν ἐμὴν τελευτὴν εἰ μὴ  Ἑλένη ΟΤΟΣ τοῦ Ἱεροκλέους τοῦ Μηνοδότου ἕτερος δὲ ουδεὶς ἕξει ἐξουσίαν ἐνθὰψαι τινὰ ἄλλον οὐτὲ κληρονόμος μου κατὰ οὐδεμίαν παρεύρεσιν οὐδὲ ἐξαλλοτριῶσαι τὸν πλάταν οὐδὲ συνχωρῆσαί τινι βούλομαι δὲ τεθῆναι καὶ Ἀγαθόπποδα τὸν ἀπελεύθερον Καλλικράτους τοῦ υἱοῦ μου ἀλλὰ μετὰ τὸν Τατίας καὶ Ἑλένης καὶ Ἀγαθόποδος θάνατον τῶν προγεγραμμένων ἀποιερῶσθαι τὸν πλάταν ἐὰν δέ τις ἐπιχειρήσῃ ποιῆσαί τι παρὰ τὰ ὑπ'ἐμοῦ διατεταγμένα ἔστω ἀσεβὴς  καὶ ἐπάρατος καὶ τυμβωρύχος καὶ προσαποτεισάτω τῷ κυριακῷ φίσκῳ ἀργυρίου δηνάρια γ ὧν τὸν τρίτον μέρος ἔστω τοῦ ἐκδικήσαντος  ἀποτεθεῖσθαι δὲ τῆς ἐπιγραφῆς ταύτης ἀντίγραφον εἰς τὸ χρεωφυλάκιον  ἐπὶ στεφανηφόρου Διογένους τοῦ Ἀπολλωνίου τοῦ Τιμοκλέους ΥΡΩ   μηνὸς Ἰουλιήου ὁ δὲ πλάτας ἐστὶν πορευομένων ἀπὸ τῆς πόλεως  ἐν δεξίοις ἐν ὁδῷ τῇ ἀπαγούσῃ ἐπὶ Δοάσων καὶ Φαρμάκου χωρίων  ,0001,0200,none,low
1112,iAph140011.xml, ἡ σορός ἐστιν Οὐαλερίας Κλαυδίας Αὐρηλίας Κάστης ἐν ᾗ κεκηδευται Αὐρηλία Ἀπφία ἡ θρεψαμένη αὐτὴν κηδευθήσεται δὲ καὶ ἡ Κάστα  καὶ οὓς ἂν αὐτὴ βουληθῇ ἕτερος  δὲ οὐδεὶς ἕξει ἐξουσίαν ἐνθάψαι τινὰ  ,0101,0300,none,no value
1113,iAph020307.xml, εἰσπράσσει εἰς τὴν οἰκείαν κομιδήν  εται καὶ τοῦ τελώνου   κωλύσει   εὐτυχεῖτε ,0101,0300,none,low
1114,iAph120011.xml, Νέρων Δροῦσος Σεβαστὸς Καῖσαρ ,0054,0069,both,low
1115,iAph020704.xml, λαδιμ σ γυμνασ   ,0001,0400,none,low
1116,iAph130011.xml, ἀποτείσει εἰς τὸν φίσκον]   τοῦ κυρίου αὐτοκράτορος ἀργυρίου δηνάρια  ὧν τὸ τρίτον ἔσται τοῦ ἐγδικήσαντος ὁ δὲ παρὰ τὸ μνημεῖον πλάτας τῆς ἐπιγραφῆς ταύτης ἀπετέθη ἀντίγραφον εἰς τὸ χρεοφυλάκιον ἐπὶ στεφανηφόρου  υ Ἀπολλωνίου ,0101,0300,none,low
1117,iAph080252.xml, ἡ βουλὴ καὶ ὁ δῆμος,0101,0300,none,no value
1118,iAph040104.xml, Φαμιλίας μονομά χων καὶ καταδίκ ων Τιβερίου Κλαυ δίου Παυλείνου  ἀρχιερέως ὑοῦ Τιβερίου Κλαυδίου  ,0001,0100,none,low
1119,iAph080044.xml,"



λιιε

τη

  

 ",0101,0300,none,no value
1120,iAph121108.xml, ὁ βωμὸς καὶ αἱ ἐν αὐτῷ ἰσῶσται καὶ ἡ ἐπικειμένη σορός εἰσὶν Κλαυδίου Τατιανοῦ εἰς ἣν σορὸν  κηδευθήσονται Κλαύδιος Τατιανὸς καὶ Κλαυδία  Ζωσίμου ἡ μήτηρ καὶ Ἰουλιανὴ ἡ γυνὴ αὐτοῦ  μετὰ δὲ τὴν τούτων ἀποθέωσιν οὐδεὶς ἕξει ἐξουσίαν ἐνθάψαι  ἐν δὲ ταῖς ἰσώσταις κηδευθήσονται τέκνα Τατιανοῦ καὶ Ἰουλιανῆς καὶ ἔγγονα αὐτοῦ ἕτερον δὲ οὐκ ἐξέσται ἐνθάψαι  οὐδένα  οὐχ ἕξει οὐδεὶς ἐξουσίαν ἐνθάψαι οὔτε ἐκθάψαι τινὰ ἐὰν μὴ Τατιανὸς ἤ τις τῶν τέκνων  ἢ ἐγγόνων τῶν Τατιανοῦ ἐξουσίαν συνχωρήσῃ  οὐδενὶ δὲ ἐξέσται ἀπαλλοτριῶσαι κατ′ οὐδένα  τρόπον τὸ μνημεῖον καὶ τὴν σορόν ἐπὶ ἐάν τις τολμήσῃ ἐνθάψαι ἢ ἀπαλλοτριῶσαι ἢ συνχωρῆσαί τινι τὸ μνημεῖον καὶ τὴν σορὸν ἔνοχος ἔστω τυμβωρυχίᾳ καὶ ἀποτεισάτω εἰς τὸν φίσκον  τοῦ κυρίου αὐτοκράτορος ἀργυρίου δηνάρια μύρια ὧν τὸ τρίτον ἔσται τοῦ ἐκδικήσαντος  τῆς ἐπιγραφῆσ  ταύτης ἀπετέθη ἀντίγραφον εἰς τὸ χρεοφυλάκιον ἐπὶ στεφανηφόρου — Διοσκουρίδου ἥρωος  ,0101,0233,none,no value
1121,iAph080041.xml,"

ρο


ιε

δια

 ",0101,0300,none,no value
1122,iAph050204.xml,"  καὶ οἱ χρυ  σοφόροι νεοποιοὶ  τῆς ἁγιωτάτης  θεοῦ Ἀφροδείτης  παρὰ τῇ ἀσύλῳ  θεῷ  κατὰ τὰ δοξαντα διά τε  ψηφισμάτων καὶ ὑπομνημάτων τῆς κρατίστης βουλῆς τὸν  ἁγνότατον νεωκορον τῆς θεοῦ Ἀφροδείτης καὶ πιστότατὸν οἰκονόμον τῆς  πόλεως Πύρρωνα  Ἰθάρου τοῦ Ἰθάρου  τρὶς τοῦ Μενιπ   που εὐνοίας καὶ  πίστεως καὶ εἰλικρινείας καὶ εὐσεβείας τῆς περὶ τὴν  θεὸν εἵνεκα   ἐπιμελησαμένου  τῆς ἀναστάσεως  τοῦ ἀνδρίαντος  Μάρκου Αὐρηλίου  Αἰλίου Ἀντωνίου  Βενουσείνου Διογένους τοῦ Σολωνος  τοῦ ἄρχοντος τῆς κρατίστης βουλῆς  

 χρυσῶν
χιλιάδας
τρῖς ὤπασε
τῶιδε λοετρῶι

Ἑρμίας
κὲ μνῆστιν ἀειζώουσαν
ἐφεῦρεν .
",0101,0300,none,low
1123,iAph090003.xml,  ἔθνους Τρουνπείλων,0001,0100,none,no value
1124,iAph090024.xml, ἔθνους  Δαρδάνων ,0014,0070,no value,no value
1125,iAph020514.xml,ο ,0001,0400,none,no value
1126,iAph010109.xml, Ἀρτεμίδωρος Ἀρτεμιδώρου τοῦ Ἀπολλωνίου Ἀφροδίτῃ ὃν ἐπηνγίλατο Ἀρτεμίδωρος Ἀπολλωνίου,-100,-1,none,low
1127,iAph110225.xml, εὐχὴ Θεοδώρου τοῦ καὶ Κώδωνοςιιιροδονεου τοῦ εὐλαβεστάτου πρωταναγνώστου καὶ ἐφεστῶτος. ,0401,0900,no value,low
1128,iAph110044.xml,  ΤΗΝ ΥΙ  ἀρσενικὰ ΚΑ ΛΤΚΟΥ καὶ τὸν συν- κος Εὐτύχην  καὶ ΘΩΝ ἐπαξομαι ἕτερος δὲ οὐδεὶς ἕξειἐξουσίαν ἐνθάψαι τινὰ ἤ τι μετακεινῆσαι ἐπεὶ ἔστω ἀσεβὴς  ,0101,0300,none,no value
1129,iAph120001.xml,καπε ,no value,no value,no value,high
1130,iAph090004.xml, ἔθνους  Ἀράβων ,0001,0101,none,no value
1131,iAph080013.xml,τ,0001,0600,no value,no value
1132,iAph150334.xml,"
ὁ τόπος ἐστὶν καὶὁ πλάτας Βίτου μονηρωτικου τοῦΠραυλίου τοῦ καὶ Ἀστερίου κούρσορος τῶνσεμνοτάτων φυλῶν.εἴ τις δὲ βουληθείη Ιχωρὶς γνώσεως ἐμῆς ἐνθάψαι τινὰδώσει τῷ ἱερωτάτῳταμείῳ χρυσοῦλίτραν μίαν.",0201,0400,none,low
1133,iAph020522.xml,  θεῷ  ν τὸν κράτιστον κισ ἐπι ριον  λ ,0167,0300,none,low
1134,iAph120609.xml, ἡ βουλὴ καὶ ὁ δῆμος ἐτείμησεν ταῖς μεγίσταις καὶ  καλλίσταις τειμαῖς Ἀπφίαν Θεοδώρου τοῦ Ἀττίνου Μελίτωνος ἀρχιέρειαν διὰ βίου θεῶν Σεβαστῶν  καὶ ἱέρειαν Ἀρτέμιδος γυναῖκα δὲ Ἀπολλωνίου τοῦ Ἀθηναγόρου τοῦ Εὐμάχου  τὴν καὶ ,0001,0100,none,low
1135,iAph010130.xml, ζῶσιν ὁ πλάτας ἐστιν Τίτου  Φλαβίου  Θρέπτου καὶ  Τίτου  Φλαβίου  Ἀρίστωνος Διογενιανοῦ ,0067,0133,none,no value
1136,iAph110112.xml,"
 αδε
",0901,1000,none,low
1137,iAph080002.xml," Κόϊντος Ὄππιος Κοΐντου  υἱὸς ἀνθύπατος Ῥωμαίων  στρατηγὸς Πλαρασέων καὶ Ἀφροδεισιέων ἄρχουσιν  βουλῇ δήμῳ χαίρειν εδο  Ἀντίπατρος Ἀδράστου Περείτας Ἀπολλωνίου Ἀρτεμίδωρος Μύωνος,  Διονύσιος Μήνιδος Τειμοκλῆς Ζήνωνος πρεσβευταὶ  ὑμέτεροι, ἄνδρες καλοὶ καὶ  ἀγαθοί, συνέτυχόν μοι ἐν  Κῷ καὶ συνεχάρησαν, τό τε  ψήφισμα ἀπέδωκαν ἐν ᾧ διεσαφεῖτο  χαίρειν ὑμᾶς μεγάλως ἐπὶ τῇ ἐμῇ παρουσίᾳ,  ὅπερ ἐγὼ ὑπὲρ τῆς ὑμετέρας  θελήσεως εἴς με τά τε δημόσια πράγματα ἡμέτερα ἀσφαλῶς πιστεύω· καθ’ ὃν γὰρ και ρὸν ἐκ Λαοδικήας πρὸς  ὑμᾶς ἔπεμψα γράμματα ὅπως   στρατιώτας πρός με ἀποστέ λητε, ἐν πρώτοις ἀπεστεί λατε, τοῦτο δὲ ἐποιήσατε κα θὼς ἐπέβαλλεν συμμά χοις ἀγαθοῖς καὶ φίλοις δήμου   Ῥωμαίων ποιῆσαι,  τῶν τε ἀποσταλέντων  πρεσβευτῶν ἐργασίᾳ  καλῇ καὶ πλείστῃ ἐχρησάμην  δι’ ἃς‚ αἰτίας‚  φροντίζω καὶ ἐν ἀρ χῇ καὶ ἰδιώβιῳ  ὅ περ ἂν σωζομένης  τῆς ἐμῆς πίστε ως ποιῆσαι ὑμεῖν δύνωμαι τοῖς τε δημο σίοις πράγμασιν ὑμετέροις εὐχρηστῆσαι  καὶ ἀεί τινος ἀγαθοῦ  παραίτιος γενέσθαι·  ὅπως τε τῇ συνκλήτῳ  τῷ τε δήμῳ τὰ ἀφ’ ὑμῶν  πεπραγμένα ἐστίν  ὅταν εἰς Ῥώμην παραγένωμαι διασαφήσω·  οἱ αὐτοὶ πρεσβεῖς παρεκάλεσαν ὅπως ἐξῇ τῇ ἐμῇ πατρωνήᾳ καὶ ὑμεῖν  χρῆσθαι τούτους ἐγὼ  ἀνεδεξάμην καταλογῆς ἕνεκεν τῆς ὑμετέρας πόλεως, ἐμὲ τοῦ δήμου τοῦ ὑμετέρου πατρωνα  ἔσεσθαι  ",-0085,-0085,both,low
1138,iAph050113.xml,  :Ι: ΥΠΑ ?    ,0101,0300,none,no value
1139,iAph080082.xml,  Νεμέσει θεᾷ ἐπηκόῳ ὁ δεῖνα  Ἀρτεμιδώρου Μολοσσοῦ ,0101,0100,none,low
1140,iAph080217.xml, ΙΕ ΩΣΙ Ε   ΤΟΝ ΝΕΑΤ ΣΤΙ Τ  ,0001,0300,none,low
1141,iAph070015.xml, ἡ σορός ἐστιν Μάρκου Αὐρηλιου Ἀντιόχου τοῦ εισα ω  λ   ,0201,0250,none,low
1142,iAph080601.xml,W,0101,1000,none,no value
1143,iAph060101.xml, Αἴλιος  ,0101,0300,none,low
1144,iAph010153.xml,"



ι

ολι

γυν




",0101,0300,none,low
1145,iAph150357.xml,"
 ἔνθα κατάκιτεΕὐτυχίαγεναμένι θρέψασα κὲ εὐπρεπὲς μετὰ τῶν πεδίων αὐτῆς· Κύριεμνήσθιθιαὐτῆς Κύριε.",0401,0600,none,low
1146,iAph150289.xml, εθεμ Ὑψ ικλέους ,0101,0300,none,low
1147,iAph120707.xml,Τρύφην Μηνοδότου στεφανηφόρον,0100,0133,none,low
1148,iAph060005.xml,"
 Α Δῖος  Ἰωάννης Καρίης

 χώρωι    αυ
  μαρμαρεονα σειρ
",0401,0500,none,low
1149,iAph120502.xml,ἡ βουλὴ καὶ ὁ δῆμος ἔθαψεν Ἐπαίνετον Φιλοδήμου γενόμενον ἀγαθὸν ἄνδρα καὶδιενέγκαντα εὐταξίᾳ καὶἀρετῇ ἔτι παντάπασι  ὄντα νέον ἐστεφάνωσεν δὲ καὶ χρυσῷ στεφάνῳ ,-0100,-0001,no value,low
1150,iAph110014.xml,ΙΕΜΙΑΜΤΑΙΥΠΤΣΥ,0001,0200,none,no value
1151,iAph121205.xml, τὸ μνημεῖον καὶ τὸ ἐπ᾿ αὐτοῦ οἰκοδομημένον   οὗ ἐστιν ἡ κάθοδος ἔμπροσθεν πρὸς μεσημβρίαν   ἐπὶ καθαρσίου κατεσκεύασεν Ἑρμογένης Μηνοδώρου  δώρου τοῦ Δημητρίου καὶ Ἀπολλώνιος καὶ Ἑρμογένης καὶ Ι  τὰ τέκνα τὰ Ἑρμογένους ἑαυτοῖς καὶ τοῖς ἐξ αὐτῶν ἐσομένοις   ἐκγόνοις καὶ διαδόχοις αὐτῶν μηδενὸς ἔχοντος ἐξουσίαν μηδ  κληρονόμων ἢ διαδόχων αὐτῶν ἐξαλλοτριῶσαι μήτε τὸ πύργιον μήτε τὸ ὑπ᾿ αὐτὸ μνημεῖον μήτε πράσεως ὀνόματι μήτε συνωχρήσεως ἐπεὶ  ὁ ποιήσας τι ἐπὶ ἀπαλλοτριώσει ᾧ δή ποτε τρόπῳ καὶ ὁ ἀναδεξάμενος  ἔνοχος ἔσται ἀσεβείᾳ καὶ εἰσοίσει ἕκαστος αὐτῶν εἰς τὸν κυριακὸν φίσκον ἀνὰ δηνάρια μυρία ὡς ἐκ καταδίκης ὧν τὸν τρίτον ἔσται τοῦ ἐκδικήσαντος καὶ τὸ ὑπεναντίως γενόμενον ἔσται ἄκυρον καὶ οὐδὲν ἧττον μενεῖ τὰ προδηλούμενα εἰς τὰ καθωσιωμένα  τῆς ἐπιγραφῆς ταύτης ἀπετέθη τὰ νῦν ἀντίτυπον εἰς τὸ χρεοφυλάκιον ἐπὶ στεφανηφόρου Ἀττάλου Ἀδράστου  τοῦ Νεικοτείμου ἥρωος τὸ δεύτερον μηνὸς Δείου  ,0001,0200,none,no value
1152,iAph120536.xml, κατὰ τὰ ἐψηφισμένα ὑπὸ  τῆς βουλῆς  καὶ τοῦ δήμου  Γ. Ἰούλιον  Φίλιππον  τὸν κράτιστον πατέρα συνκλητικοῦ καὶ ἀπὸ  ἐπιτρόπων λογιστεύσαντα καὶ τῆς ἡμετέρας  πόλεως μετ'εὐνοίας  γενόμενον ἐν πᾶσιν εὐεργέ την  ,0101,0300,none,low
1153,iAph110301.xml, Καλλικράτης  Πυθοδώρου τὴν Νίκην ἐν πᾶσι τοῖς πολέμοις καὶ κινδύνοις ἀγωνισάμενος ὑπὲρ τῆς  πατρίδος συνπαραγεγενημένην αὐτῶι ἀνέθηκεν  τῶι   Δήμωι  ,-0031,0014,none,low
1154,iAph010180.xml,σεκτελνεε,0201,0300,none,low
1155,iAph010172.xml,  χρεου  θαυμασθέντα  τητου μνο αω μα ,0101,0300,no value,low
1156,iAph080020.xml,"

iii 

Ἰουλιανοῦ νεα
νισκολόγου

σκεύη

iv 

Βάσσου διασκεύη

Ἀσιονείκου καὶ

γυμνασιάρχου",0001,0600,no value,low
1157,iAph130603.xml, ἡ σορός ἐστιν καὶ ὁ τόπος Μάρκου Αὐρηλίου  Ἀττικοῦ  τοῦ Ἀττικοῦ τοῦ  Ὀφελλίου   Χριστου  ,0201,0300,none,low
1158,iAph010108.xml, αριξ η     ,-0300,-0001,none,low
1159,iAph120414.xml,   Ἑρμᾶ τοῦ Νάρδου διατεταγμένα ἐφ' ᾧ κηδευθῇ αὐτὸς μόνος ἕτερος δὲ οὐδεὶς οὔτε κληρονόμος οὔτε διάδοχός μου ἐπεὶ ὁ ἐπιχειρήσας ἕτερόν τινα κηδεῦσαι ἀποτεισάτω τῷ δήμῳ δηνάρια γ καὶ εἰς τὸν κυριακὸν φίσκον δηνάρια γ ὧν τὸ τρίτον ἔσται τοῦ ἐκδικήσαντος τῆς ἐπιγραφῆς ἀπόκειται ἀντίγραφον εἰς τὰ ἀρχεῖα ἐπὶ στεφανηφόρου Μάρκου Ἀντωνίου Ἀγελάου ,0051,0100,none,low
1160,iAph150308.xml, κατὰ τ ανταε κοροιτ  διατάξηται   τοὺς   ,0101,0200,none,low
1161,iAph010142.xml,ωντωνσ,0101,0300,none,no value
1162,iAph050301.xml,"Ἀγαθῇ ΤύχῃΦλάουιος Ζήνων ἀρχιερεὺς καὶ κόμηςἐποίει καὶ ἀνέθηκεν τῇ πατρίδι 
",0324,0350,both,low
1163,iAph020006.xml,"

γο
ζη 
αραη

ζη
τόπος νεοτέρων
ερ
ηρ
ζη
αδρ
ηρι  ηρι
αδρ αδρ αδρ αδρ
αδρ
αλε  αλε
ηρα
τόπος Ἑβρέων",0101,0600,none,no value
1164,iAph040011.xml,"Ἀγαθῇ Τύχῃτὸν τῆς ὑφ' ἡλίῳ γῆςαὐτοκράτορα καὶ τροπεοῦχονδεσπότην ἡμῶνΦλάουιον Οὐαλλεντινιανὸντὸν αἰώνιον ΑὔγουστονΦλάουιος Εὐτόλμιος Τατιανὸςὁ λαμπρότατος ἔπαρχος τοῦ ἱεροῦπρετωρίου τῇ συνήθεικαθοσιώσει ἀφιέρωσενἐπὶ Ἀντωνίου Πρίσκουτοῦ λαμπροτάτου ἡγεμόνος
",0388,0392,both,low
1165,iAph010024.xml,Στέφανος ὑποδιάκονος. ,0401,0600,none,low
1166,iAph010101.xml,  ιμτου ,no value,no value,no value,no value
1167,iAph110413.xml,   ΑΓΙΣΗΑΥ ς Νεικοπόλεως αὐτεξουσίου  γει τέκνων εἰς ἣν αὐτὴ ταφήσεται μόνη μηδενὸς ἔχοντος ἑτέρου ἐξουσίαν ἐνθάψαι τινὰ ἐπεὶ ὁ ἐπιχειρήσας καὶ ἐνθάψας ἀποτίσει τῷ ἱερωτάτῳ ταμείῳ δηνάρια  χείλια ὧν τὸ τρίτον ἔσται τοῦ ἐκδικήσαντος  ,0201,0250,none,low
1168,iAph110020.xml,σ σναιι ,0101,0200,none,low
1169,iAph110505.xml, ἡ σορὸς κὲ ὁ τόπος  ,0001,0400,none,no value
1170,iAph150221.xml,συιω  κατέχεται ,0001,0400,none,low
1171,iAph080213.xml,ΕΥΤ  ,0001,0400,none,no value
1172,iAph120529.xml,   Χαιρέαν σοφιστὴν καθὼς Κλαυδία Καλλικρατεία διετάξατο   ,0101,0300,none,low
1173,iAph080065.xml,"
 Α Κ

Φ Α Π

 ΦΛ  ΝΤΕΙΧ
 ",0101,0600,none,no value
1174,iAph080904.xml, ἡ σορός ἐστιν καὶ  τὸν ὑποκείμενον  ἡρῶον Μάρκου Αὐρηλείου Ἀδράστου τοῦ Δειομήδους τρὶς τοῦ Ἀρτεμειδώρου   ,0101,0300,none,no value
1175,iAph100017.xml, ρτχανε,0101,0600,none,no value
